CNES,CODUFMUN,REGSAUDE,MICR_REG,DISTRSAN,DISTRADM,TPGESTAO,PF_PJ,CPF_CNPJ,NIV_DEP,CNPJ_MAN,ESFERA_A,RETENCAO,ATIVIDAD,NATUREZA,CLIENTEL,TP_UNID,TURNO_AT,NIV_HIER,TERCEIRO,COD_CEP,VINC_SUS,TP_PREST,SGRUPHAB,CMPT_INI,CMPT_FIM,DTPORTAR,PORTARIA,MAPORTAR,NULEITOS,COMPETEN,NAT_JUR
2278855,330220,,,,,M,3,29640612000120,1,0,,,3,,3.0,5,6,,,28300000,1,99,1709,201209,999999,27/09/2012,SAS 1059,201209,0,202107,3999.0
2269988,330455,AP1.,330618,10.0,0001,M,3,394544021182,1,0,,,3,,3.0,5,6,,,20221160,1,99,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,202107,1015.0
2273454,330455,,,10.0,002,M,3,0,3,394544017150,,,3,,3.0,7,4,,,20230130,1,99,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,202107,1015.0
2273659,330455,,,21.0,0006,M,3,394544020453,1,0,,,3,,2.0,5,6,,,22470050,1,99,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,202107,1015.0
2296616,330455,,,31.0,,M,3,33663683002674,3,33663683000116,,,5,,3.0,7,6,,,21941912,1,99,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,202107,1104.0
7185081,330455,,,,,E,3,0,3,42498717000155,,,4,,2.0,7,6,,,21330400,1,99,1711,201612,999999,28/12/2016,PT SAS 2491,201612,0,202107,1023.0
2223538,430510,005,,,,M,3,88648761001843,1,0,,,5,,3.0,5,6,,,95070561,1,99,1709,200707,999999,28/12/2016,PT SAS 2505,201612,0,202210,3069.0
2246988,431410,6,,,,E,3,92021062000106,1,0,,,5,,3.0,5,6,,,99010080,1,99,1709,200804,999999,11/03/2009,PT SAS 62,200903,0,202210,3999.0
2237253,431490,01,,16.0,,M,3,92815000000168,1,0,,,5,,3.0,5,6,,,90020090,1,99,1713,200709,999999,06/08/2019,PT SAS NÂº 937,201908,0,202210,3069.0
2237571,431490,0001,,14.0,,M,3,92787118000120,1,0,,,5,,3.0,5,6,,,91350200,1,99,1709,200709,999999,26/11/2018,PT SAS 1858,201811,0,202210,2011.0
2237601,431490,01,,16.0,,M,3,87020517000120,1,0,,,5,,3.0,5,6,,,90035903,1,99,1713,200709,999999,26/11/2018,PT SAS 1862,201811,0,202210,2011.0
2262568,431490,,,3.0,,M,3,88630413000796,3,88630413000109,,,5,,3.0,5,6,,,90610000,1,99,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,202210,3999.0
2244306,431690,4,,,,E,3,95591764001420,1,0,,,5,,3.0,5,6,,,97105900,1,99,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,202210,1104.0
2558254,420240,15,,,,M,3,82654088000120,1,0,,,4,,3.0,5,6,,,89015200,1,99,1709,202108,999999,30/07/2021,1702/GM/MS,202107,0,202112,3069.0
2691868,420540,18,,,,E,3,82951245000916,3,82951245000169,,,5,,3.0,5,6,,,88025301,1,99,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,202112,1023.0
6048692,420910,22,,,,M,3,76562198000320,1,0,,,4,,3.0,5,6,,,89204310,1,99,1711,201402,999999,24/02/2014,SAS 134,201402,0,202112,3999.0
27014,310620,,,,,M,3,17209891000193,1,0,,,5,,3.0,5,6,,,30150221,1,99,1713,200803,999999,13/03/2009,SAS062,200903,0,201604,3999.0
27049,310620,,,,,M,3,17217985003472,3,17217985000104,,,5,,3.0,5,6,,,30130100,1,99,1709,200709,999999,13/03/2009,SAS 062,200903,0,201604,1104.0
2695324,310620,,,,,M,3,17200429000125,1,0,,,5,,3.0,5,6,,,30285408,1,99,1709,200709,999999,13/03/2009,SAS 062,200903,0,201604,3069.0
2223538,430510,005,,,,M,3,88648761001843,3,88648761000103,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,95070561,1,61,1709,200707,999999,11/03/2009,PT SAS 62,200903,0,201410,3069.0
2246988,431410,6,,,,D,3,92021062000106,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,99010080,1,61,1709,200804,999999,11/03/2009,PT SAS 62,200903,0,201410,3999.0
2237253,431490,01,,0008,,M,3,92815000000168,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,90020090,1,61,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201410,3069.0
2237571,431490,0001,,0005,,M,3,0,3,92787118000120,1.0,10.0,5,1.0,3.0,5,6,8.0,2.0,91350200,1,30,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201410,2038.0
2237601,431490,01,,08,,M,3,87020517000120,1,0,1.0,10.0,5,5.0,3.0,5,6,8.0,2.0,90035903,1,30,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201410,2011.0
2262568,431490,,,,,M,3,88630413000796,3,88630413000109,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,90610000,1,61,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201410,3999.0
2244306,431690,4,,,,D,3,95591764001420,1,0,1.0,10.0,3,2.0,3.0,5,6,8.0,2.0,97105340,1,30,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201410,1104.0
2090236,350550,205,,,,E,3,49150352000112,1,0,4.0,11.0,5,11.0,3.0,7,6,8.0,2.0,14784400,1,61,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201304,3069.0
2790602,350600,0206,,,,E,3,46374500014810,3,46374500000194,2.0,10.0,5,1.0,2.0,5,6,8.0,2.0,17033360,1,40,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,1023.0
2748223,350750,0206,,,,E,3,48031918001953,3,48031918000124,2.0,10.0,5,1.0,3.0,5,6,8.0,2.0,18618970,1,40,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,1112.0
2704900,350760,0207,,,,E,3,33495870001614,3,33495870000138,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,12916900,1,61,1709,200802,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2081482,350950,0207,,,,E,3,50046887000127,1,0,4.0,11.0,5,11.0,2.0,7,6,8.0,2.0,13083210,1,61,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2705982,351620,0208,,,,E,3,47969134000189,1,0,4.0,11.0,3,11.0,2.0,5,6,8.0,2.0,14400430,1,61,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2754843,351870,204,,,,M,3,48697338000170,1,0,4.0,11.0,4,11.0,3.0,5,6,8.0,2.0,11410908,1,61,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2083086,352530,0206,,,,E,3,50753755000135,1,0,4.0,11.0,5,11.0,3.0,7,6,8.0,2.0,17210080,1,61,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3069.0
2786435,352590,0207,,,,M,3,50944198000130,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,13201625,1,61,1709,200801,999999,03/12/2009,PT SAS 425,200912,0,201304,3999.0
2025507,352900,0209,,,,E,3,0,3,9161265000146,4.0,12.0,5,8.0,3.0,5,6,8.0,2.0,17519101,1,60,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3069.0
2083116,352900,0209,,,,M,3,52049244000162,1,0,4.0,11.0,4,11.0,3.0,5,6,8.0,2.0,17515900,1,61,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2755130,354140,0211,,,,E,3,46374500016864,3,46374500000194,2.0,10.0,5,1.0,3.0,5,6,8.0,2.0,19050680,1,40,1709,201206,999999,22/06/2012,PT SAS 588,201206,0,201304,1023.0
2082187,354340,0213,,,,E,3,57722118000140,1,0,2.0,10.0,5,3.0,3.0,5,6,8.0,2.0,14048900,1,40,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201304,3069.0
2084414,354340,213,,,,M,3,55989784000114,1,0,4.0,11.0,3,11.0,3.0,5,6,8.0,1.0,14085000,1,61,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2080273,354780,201,,,,E,3,46374500014497,3,46374500000194,2.0,10.0,5,1.0,2.0,5,6,8.0,2.0,9190615,1,40,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,1023.0
2025752,354850,204,,,,M,3,58198524000119,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,11075000,1,61,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2077396,354980,0215,,,,E,3,0,3,60003761000129,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,15090000,1,61,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3069.0
5869412,354990,0217,,,,E,3,1146603000169,1,0,4.0,12.0,4,11.0,3.0,7,4,8.0,,12244010,1,60,1711,200903,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2071371,355030,201,,,,E,3,46374500011803,3,46374500000194,2.0,10.0,4,1.0,3.0,7,6,8.0,2.0,4024002,1,40,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,201304,1023.0
2077477,355030,0201,0027,,57.0,E,3,60742616000160,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,1.0,8270070,1,61,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2077485,355030,201,,,,E,3,61699567000192,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,4024002,1,61,1713,200803,201304,13/03/2013,OF SP 32 DESP/DAE139/1,201303,0,201304,3999.0
2077531,355030,,,,,M,3,60961968000106,1,0,4.0,11.0,5,11.0,3.0,7,6,8.0,2.0,1509900,1,61,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3069.0
2078015,355030,201,,,,E,3,0,3,56577059000100,2.0,10.0,5,3.0,3.0,5,6,8.0,2.0,5401000,1,40,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201304,3069.0
2080575,355030,0101,0009,,,M,3,61599908000158,1,0,4.0,11.0,4,11.0,3.0,5,6,8.0,2.0,1323001,1,61,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
2089696,355030,201,,,,M,3,67185694000150,1,0,4.0,11.0,1,11.0,2.0,7,6,8.0,2.0,4023062,1,61,1711,201301,999999,17/01/2013,PT SAS 20,201301,0,201304,3999.0
2688689,355030,201,,,,E,3,0,3,62779145000190,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,1221020,1,61,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201304,3999.0
11800,320530,1.0,,,,E,3,27080605002059,3,27080605000196,,,3,,3.0,7,6,,,29027080,1,99,1711,200709,999999,13/03/2009,SAS 062,200903,0,201804,1023.0
2223538,430510,005,,,,M,3,88648761001843,1,0,,,5,,3.0,5,6,,,95070561,1,99,1709,200707,999999,28/12/2016,PT SAS 2505,201612,0,201704,3069.0
2246988,431410,6,,,,D,3,92021062000106,1,0,,,5,,3.0,5,6,,,99010080,1,99,1709,200804,999999,11/03/2009,PT SAS 62,200903,0,201704,3999.0
2237253,431490,01,,16.0,,M,3,92815000000168,1,0,,,5,,3.0,5,6,,,90020090,1,99,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201704,3069.0
2237571,431490,0001,,14.0,,M,3,92787118000120,1,0,,,5,,3.0,5,6,,,91350200,1,99,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201704,2038.0
2237601,431490,01,,16.0,,M,3,87020517000120,1,0,,,5,,3.0,5,6,,,90035903,1,99,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201704,2011.0
2262568,431490,,,3.0,,M,3,88630413000796,3,88630413000109,,,5,,3.0,5,6,,,90610000,1,99,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201704,3999.0
2244306,431690,4,,,,D,3,95591764001420,1,0,,,5,,3.0,5,6,,,97105900,1,99,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201704,1104.0
2563681,230440,0001,000001,004,4.0,M,3,7954571003804,3,7954571000104,2.0,10.0,3,1.0,3.0,7,6,8.0,2.0,99999999,1,40,1711,200709,999999,13/03/2009,SAS 062,200903,0,201307,1023.0
2723220,230440,0001,0001,003,3.0,M,3,7265515000162,1,0,4.0,11.0,4,11.0,3.0,7,6,8.0,2.0,60430230,1,61,1713,200709,999999,13/03/2009,SAS 062,200903,0,201307,3999.0
2334321,150140,,,,,M,3,8109444000171,1,0,2.0,10.0,3,3.0,2.0,5,6,8.0,2.0,66013090,1,40,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201209,1112.0
13633,410400,2,,,,D,3,7088017000191,1,0,4.0,12.0,5,7.0,3.0,7,6,8.0,1.0,83430000,1,60,1713,200709,999999,11/03/2008,SAS 146,200803,0,200807,
2740338,410480,10,,,,E,3,81270548000153,1,0,4.0,11.0,4,11.0,2.0,7,6,8.0,1.0,85805000,1,61,1713,200709,999999,11/03/2008,SAS 146,200803,0,200807,
15563,410690,02,,,,D,3,76591569000130,1,0,4.0,11.0,5,11.0,3.0,7,6,8.0,2.0,80250060,1,61,1711,200709,999999,11/03/2008,SAS 146,200803,0,200807,
15644,410690,02,,6.0,,D,3,0,3,76591049000128,4.0,11.0,5,11.0,3.0,7,6,8.0,1.0,81520060,1,61,1713,200709,999999,11/03/2008,SAS 146,200803,0,200807,
2384299,410690,02,,7.0,,D,3,75095679000220,3,75095679000149,1.0,10.0,5,3.0,3.0,5,6,8.0,2.0,80060900,1,30,1709,200709,999999,11/03/2008,SAS 146,200803,0,200807,
2781859,411370,017,,,,D,3,78640489000315,3,78640489000153,2.0,10.0,5,3.0,3.0,5,6,8.0,1.0,86038440,1,40,1709,200709,999999,11/03/2008,SAS 146,200803,0,200807,
2090236,350550,205,,,,E,3,49150352000112,1,0,,,5,,3.0,7,6,,,14780070,1,99,1713,200709,999999,21/12/2017,PT SAS 1982,201712,0,202006,3069.0
2790602,350600,0206,,,,E,3,46374500014810,3,46374500000194,,,5,,2.0,5,6,,,17033360,1,99,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,202006,1023.0
2748223,350750,0206,,,,E,3,46230439000101,1,0,,,5,,3.0,5,6,,,18618687,1,99,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,202006,3069.0
2081482,350950,0207,,,,E,3,50046887000127,1,0,,,5,,2.0,7,6,,,13083210,1,99,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,202006,3999.0
2705982,351620,0208,,,,E,3,47969134000189,1,0,,,5,,2.0,5,6,,,14400730,1,99,1713,200803,999999,07/02/2018,PT SAS NÂº 188,201802,0,202006,3069.0
2083086,352530,0206,,,,E,3,50753755000135,1,0,,,5,,3.0,7,6,,,17210080,1,99,1713,200803,999999,28/03/2017,PT SAS 629,201703,0,202006,3069.0
2716801,352590,0207,,,,M,3,797397000194,1,0,,,4,,3.0,7,3,,,13214550,1,99,1711,201808,999999,26/07/2018,PT SAS 1154,201807,0,202006,3999.0
2025507,352900,0209,,,,E,3,9161265000146,1,0,,,5,,3.0,5,6,,,17519080,1,99,1713,200803,999999,28/03/2017,PT SAS 630,201703,0,202006,3069.0
2083116,352900,0209,,,,M,3,52049244000162,1,0,,,4,,3.0,5,6,,,17515900,1,99,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,202006,3999.0
2080532,354140,0211,,,,E,3,55344337000108,1,0,,,4,,3.0,5,6,,,19014030,1,99,1709,201705,999999,25/05/2017,PT SAS 919,201705,0,202006,3999.0
2755130,354140,0211,,,,E,3,46374500016864,3,46374500000194,,,5,,3.0,5,6,,,19050680,1,99,1709,201206,999999,22/06/2012,PT SAS 588,201206,0,202006,1023.0
2082187,354340,0213,,,,E,3,57722118000140,1,0,,,5,,3.0,5,6,,,14048900,1,99,1713,200709,999999,05/01/2017,PT SAS 39,201701,0,202006,3069.0
2080273,354780,201,,,,E,3,46374500014497,3,46374500000194,,,5,,2.0,5,6,,,9190615,1,99,1709,200803,999999,27/12/2019,GM/MS NÂº 3.855,201912,0,202006,1023.0
2025752,354850,204,,,,M,3,58198524000119,1,0,,,5,,3.0,5,6,,,11075900,1,99,1713,200803,999999,12/03/2018,PT SAS NÂº 287,201803,0,202006,3999.0
2077396,354980,0215,,,,E,3,60003761000129,1,0,,,5,,3.0,5,6,,,15090000,1,99,1709,200803,999999,24/10/2017,PT SAS 2846,201710,0,202006,3069.0
5869412,354990,0217,,,,E,3,1146603000169,1,0,,,4,,3.0,7,4,,,12244010,1,99,1711,200903,999999,11/03/2009,PT SAS 62,200903,0,202006,3999.0
2071371,355030,201,,,,E,3,46374500011803,3,46374500000194,,,4,,3.0,7,6,,,4024002,1,99,1711,200709,999999,28/08/2017,SAS/MS NÂº 1408,201708,0,202006,1023.0
2077477,355030,201,,,57.0,E,3,60742616000160,1,0,,,5,,3.0,5,6,,,8270070,1,99,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,202006,3999.0
2077531,355030,,,,,M,3,60961968000106,1,0,,,5,,3.0,7,6,,,1509900,1,99,1713,200803,999999,29/03/2017,PT SAS 632,201703,0,202006,3069.0
2078015,355030,201,,,,E,3,56577059000100,1,0,,,5,,3.0,5,6,,,5403010,1,99,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,202006,3069.0
2080575,355030,0101,0009,,,M,3,61599908000158,1,0,,,4,,3.0,5,6,,,1323900,1,99,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,202006,3999.0
2089696,355030,201,,,,M,3,67185694000150,1,0,,,1,,2.0,7,6,,,4023062,1,99,1711,201301,999999,25/09/2015,PT SAS 939,201509,0,202006,3999.0
2688689,355030,201,,,,E,3,62779145000190,1,0,,,5,,3.0,5,6,,,1221020,1,99,1709,200709,999999,31/08/2017,RT PT SAS 1427,201708,0,202006,3999.0
2079321,355220,216,,,,M,3,50819523000132,1,0,,,3,,3.0,7,6,,,18030250,1,99,1711,201307,999999,10/07/2013,PT SAS 776,201307,0,202006,3999.0
9725,500270,,,1.0,,M,3,0,3,4228734000183,,,5,,3.0,5,6,,,79084180,1,99,1709,200709,999999,13/03/2009,SAS 062,200903,0,202309,1147.0
2563681,230440,0001,000001,4.0,4.0,M,3,7954571003804,3,7954571000104,2.0,10.0,3,1.0,3.0,7,6,8.0,2.0,60410790,1,40,1711,200709,999999,13/03/2009,SAS 062,200903,0,200909,
2723220,230440,0001,0001,3.0,3.0,M,3,7265515000162,1,0,4.0,11.0,4,11.0,3.0,7,6,8.0,2.0,60430230,1,61,1713,200709,999999,13/03/2009,SAS 062,200903,0,200909,
2534444,510340,1.0,,,,M,3,24672792000109,1,0,,,3,,3.0,7,6,,,78055000,1,99,1709,200709,999999,13/03/2009,SAS 062,200903,0,202203,3999.0
2006448,270430,,,3.0,,M,3,12291290000159,1,0,4.0,11.0,4,11.0,3.0,5,6,8.0,2.0,57050000,1,61,1711,200911,999999,16/11/2009,PT SAS 397,200911,0,201004,
2007037,270430,,,2.0,,M,3,12307187000150,1,0,4.0,11.0,4,11.0,3.0,5,6,8.0,2.0,57020360,1,61,1713,200709,999999,13/03/2009,SAS 062,200903,0,201004,
13633,410400,2,,,,D,3,7088017000191,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,1.0,83430000,1,61,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201302,3999.0
2740338,410480,10,,,,E,3,81270548000153,1,0,4.0,11.0,4,11.0,2.0,7,6,8.0,1.0,85806300,1,61,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201302,3999.0
15563,410690,02,,7.0,,D,3,76591569000130,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,80250060,1,61,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,201302,3999.0
15644,410690,02,,6.0,,D,3,0,3,76591049000128,4.0,11.0,5,11.0,3.0,7,6,8.0,1.0,81520060,1,61,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201302,3999.0
2384299,410690,02,,7.0,,D,3,75095679000220,3,75095679000149,1.0,10.0,5,3.0,3.0,5,6,8.0,2.0,80060900,1,30,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201302,1104.0
2781859,411370,017,,,,D,3,78640489000315,3,78640489000153,2.0,10.0,5,3.0,3.0,5,6,8.0,1.0,86038440,1,40,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201302,1112.0
2563681,230440,0001,000001,4.0,4.0,M,3,7954571003804,3,7954571000104,,,3,,3.0,7,6,,,60410794,1,99,1711,200709,999999,13/03/2009,SAS 062,200903,0,201903,1023.0
2334321,150140,,,,,M,3,8109444000171,1,0,2.0,10.0,3,3.0,2.0,5,6,8.0,2.0,66013090,1,40,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201110,
3786,292740,01,,5.0,,M,3,15180961000100,1,0,4.0,11.0,3,11.0,3.0,7,6,8.0,2.0,40285001,1,61,1713,200810,999999,13/03/2009,PT SAS 062,200903,0,201101,
4278,292740,01,,1.0,,D,3,15170723000106,1,0,4.0,11.0,4,11.0,3.0,7,6,7.0,2.0,40050050,1,61,1711,200903,999999,13/03/2009,SAS 62,200903,0,201101,
11800,320530,1.0,,,,D,3,27080605002059,3,27080605000196,2.0,10.0,3,1.0,3.0,7,6,8.0,2.0,29056904,1,40,1711,200709,999999,11/03/2008,SAS 146,200803,0,200811,
2691868,420540,18,,,,E,3,82951245000916,3,82951245000169,,,5,,3.0,5,6,,,88025301,1,99,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,202008,1023.0
6048692,420910,22,,,,M,3,76562198000320,1,0,,,4,,3.0,5,6,,,89204310,1,99,1711,201402,999999,24/02/2014,SAS 134,201402,0,202008,3999.0
2223538,430510,005,,,,M,3,88648761001843,3,88648761000103,4.0,12.0,5,8.0,3.0,5,6,8.0,2.0,95070561,1,60,1709,200707,999999,11/03/2009,PT SAS 62,200903,0,201001,
2246988,431410,6,,,,D,3,92021062000106,1,0,4.0,11.0,3,11.0,3.0,5,6,8.0,2.0,99010080,1,61,1709,200804,999999,11/03/2009,PT SAS 62,200903,0,201001,
2237253,431490,01,,8.0,,M,3,92815000000168,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,90020090,1,61,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201001,
2237571,431490,0001,,5.0,,M,3,0,3,92787118000120,1.0,10.0,5,1.0,3.0,5,6,8.0,2.0,91350240,1,30,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201001,
2237601,431490,01,,8.0,,M,3,87020517000120,1,0,1.0,10.0,5,5.0,3.0,5,6,8.0,2.0,90035903,1,30,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,201001,
2262568,431490,,,,,M,3,88630413000796,3,88630413000109,4.0,11.0,5,7.0,3.0,5,6,8.0,2.0,90610000,1,61,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201001,
2244306,431690,4,,,,D,3,95591764001420,1,0,1.0,10.0,5,2.0,3.0,5,6,8.0,2.0,97105340,1,30,1709,200709,999999,11/03/2009,PT SAS 62,200903,0,201001,
2558254,420240,15,,,,M,3,82654088000120,1,0,,,4,,3.0,5,6,,,89015200,1,99,1709,202108,999999,30/07/2021,1702/GM/MS,202107,0,202208,3069.0
2691868,420540,18,,,,E,3,82951245000916,3,82951245000169,,,5,,3.0,5,6,,,88025301,1,99,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,202208,1023.0
6048692,420910,22,,,,M,3,0,3,82951245000169,,,4,,3.0,5,6,,,89204310,1,99,1711,201402,999999,24/02/2014,SAS 134,201402,0,202208,1023.0
2090236,350550,205,,,,D,3,49150352000112,1,0,4.0,12.0,5,11.0,3.0,7,6,8.0,2.0,14784400,1,60,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,200902,
2790602,350600,0206,,,,D,3,46374500014810,3,46374500000194,2.0,10.0,5,1.0,2.0,5,6,8.0,2.0,17033360,1,40,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2748223,350750,0206,,,,E,3,48031918001953,3,48031918000124,2.0,10.0,5,1.0,3.0,5,6,8.0,2.0,18618000,1,40,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2704900,350760,0207,,,,E,3,33495870001614,3,33495870000138,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,12916900,1,61,1709,200802,999999,11/03/2009,PT SAS 62,200903,0,200902,
2081482,350950,0207,,,,E,3,50046887000127,1,0,4.0,11.0,4,11.0,2.0,7,6,8.0,2.0,13083210,1,61,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,200902,
2705982,351620,0208,,,,D,3,47969134000189,1,0,4.0,11.0,4,11.0,2.0,5,6,8.0,2.0,14400730,1,61,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2754843,351870,204,,,,M,3,48697338000170,1,0,4.0,11.0,3,11.0,3.0,5,6,8.0,2.0,11410908,1,61,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2083086,352530,0206,,,,D,3,50753755000135,1,0,4.0,11.0,5,11.0,3.0,7,6,8.0,2.0,17210080,1,61,1709,200709,200803,26/09/2007,SAS 513,200709,0,200902,
2083086,352530,0206,,,,D,3,50753755000135,1,0,4.0,11.0,5,11.0,3.0,7,6,8.0,2.0,17210080,1,61,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2786435,352590,0207,,,,M,3,50944198000130,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,13201625,1,61,1709,200801,999999,11/03/2009,PT SAS 62,200903,0,200902,
2025507,352900,0209,,,,E,3,0,3,9161265000146,4.0,12.0,4,8.0,3.0,5,6,8.0,2.0,17519101,1,60,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2083116,352900,0214,,,,M,3,52049244000162,1,0,4.0,11.0,4,11.0,1.0,5,6,8.0,2.0,17515900,1,61,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2082187,354340,0213,,,,E,3,57722118000140,1,0,2.0,10.0,5,3.0,3.0,5,6,8.0,2.0,14048900,1,40,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,200902,
2084414,354340,213,,,,M,3,55989784000114,1,0,4.0,11.0,3,11.0,3.0,5,6,8.0,1.0,14085000,1,61,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2080273,354780,201,,,,E,3,46374500014497,3,46374500000194,2.0,10.0,4,1.0,2.0,5,6,8.0,2.0,9190615,1,40,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2025752,354850,0219,,,,M,3,58198524000119,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,11075000,1,61,1713,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
2077396,354980,0215,,,,E,3,0,3,60003761000129,4.0,11.0,5,11.0,3.0,5,6,8.0,2.0,15090000,1,61,1709,200803,999999,11/03/2009,PT SAS 62,200903,0,200902,
9539,354990,0217,,,,M,3,60194990000763,3,60194990000178,4.0,11.0,4,11.0,3.0,5,6,8.0,1.0,12245280,1,61,1709,200803,999999,11/03/2008,SAS 146,200803,0,200902,
5869412,354990,0217,,,,E,3,1146603000169,1,0,4.0,12.0,4,11.0,3.0,7,4,8.0,,12244010,0,60,1711,200903,999999,11/03/2009,PT SAS 62,200903,0,200902,
2071371,355030,201,,,,D,3,46374500011803,3,46374500000194,2.0,10.0,4,1.0,3.0,7,6,8.0,2.0,4024002,1,40,1711,200709,999999,11/03/2009,PT SAS 62,200903,0,200902,
2077477,355030,0201,0027,,57.0,D,3,60742616000160,1,0,4.0,11.0,5,11.0,3.0,5,6,8.0,1.0,8270070,1,61,1713,200709,999999,11/03/2009,PT SAS 62,200903,0,200902,
